,,,,,,,,,,,
,Wholesaler ID,Date of Purchase,Month,Product Type,Capacity (ml),Quantity Purchased,ZIP,City,Manager ID,Manager Name,Q3 - 2020 Goals
,R00047,6/6/2020,6/30/2020,Pulp Orange 500ml,500ml,91,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00047,6/6/2020,6/30/2020,Pulp Orange 500ml,500ml,24,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00048,6/6/2020,6/30/2020,Pulp Orange 250ml,250ml,91,80002547,Chennai ,10018,Ankit J,"180,000"
,R00048,6/6/2020,6/30/2020,Pulp Orange 1000ml,1000ml,95,80002547,Chennai ,10018,Ankit J,"180,000"
,R00050,6/6/2020,6/30/2020,Pulp Orange 250ml,250ml,114,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00005,6/7/2020,6/30/2020,Pulp Orange 2000ml,2000ml,107,22187493,Gangtok,10015,Rahul S,"235,000"
,R00005,6/7/2020,6/30/2020,Pulp Orange 250ml,250ml,48,22187493,Gangtok,10015,Rahul S,"235,000"
,R00009,6/7/2020,6/30/2020,Pulp Orange 500ml,500ml,35,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00009,6/7/2020,6/30/2020,Pulp Orange 1000ml,1000ml,64,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00013,6/7/2020,6/30/2020,Pulp Orange 500ml,500ml,102,31300589,Chandigarh,10013,Ram S,"225,000"
,R00018,6/7/2020,6/30/2020,Pulp Orange 2000ml,2000ml,27,39058313,Chennai ,10018,Ankit J,"180,000"
,R00021,6/7/2020,6/30/2020,Pulp Orange 1000ml,1000ml,63,40341999,Agra,10011,Rakesh S,"170,000"
,R00021,6/7/2020,6/30/2020,Pulp Orange 2000ml,2000ml,82,40341999,Agra,10011,Rakesh S,"170,000"
,R00032,6/7/2020,6/30/2020,Pulp Orange 250ml,250ml,58,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00034,6/7/2020,6/30/2020,Pulp Orange 250ml,250ml,99,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,6/7/2020,6/30/2020,Pulp Orange 1000ml,1000ml,43,64105993,Gangtok,10015,Rahul S,"235,000"
,R00035,6/7/2020,6/30/2020,Pulp Orange 1000ml,1000ml,11,64105993,Gangtok,10015,Rahul S,"235,000"
,R00035,6/7/2020,6/30/2020,Pulp Orange 500ml,500ml,23,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,6/7/2020,6/30/2020,Pulp Orange 250ml,250ml,60,68204232,Goa,10016,Kirti S,"145,000"
,R00036,6/7/2020,6/30/2020,Pulp Orange 500ml,500ml,108,68204232,Goa,10016,Kirti S,"145,000"
,R00037,6/7/2020,6/30/2020,Pulp Orange 2000ml,2000ml,41,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00038,6/7/2020,6/30/2020,Pulp Orange 1000ml,1000ml,55,70003873,Chennai ,10018,Ankit J,"180,000"
,R00039,6/7/2020,6/30/2020,Pulp Orange 1000ml,1000ml,22,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,6/7/2020,6/30/2020,Pulp Orange 1000ml,1000ml,60,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00040,6/7/2020,6/30/2020,Pulp Orange 2000ml,2000ml,20,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00043,6/7/2020,6/30/2020,Pulp Orange 2000ml,2000ml,75,75109301,Chandigarh,10013,Ram S,"225,000"
,R00046,6/7/2020,6/30/2020,Pulp Orange 500ml,500ml,107,78140921,Goa,10016,Kirti S,"145,000"
,R00047,6/7/2020,6/30/2020,Pulp Orange 1000ml,1000ml,64,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00047,6/7/2020,6/30/2020,Pulp Orange 2000ml,2000ml,70,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00050,6/7/2020,6/30/2020,Pulp Orange 250ml,250ml,16,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,6/7/2020,6/30/2020,Pulp Orange 250ml,250ml,79,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00010,6/8/2020,6/30/2020,Pulp Orange 1000ml,1000ml,57,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00012,6/8/2020,6/30/2020,Pulp Orange 2000ml,2000ml,96,30257831,Amritsar,10012,Kalpana K,"200,000"
,R00013,6/8/2020,6/30/2020,Pulp Orange 250ml,250ml,109,31300589,Chandigarh,10013,Ram S,"225,000"
,R00014,6/8/2020,6/30/2020,Pulp Orange 500ml,500ml,94,36000198,Durgapur ,10014,Taran S,"170,000"
,R00020,6/8/2020,6/30/2020,Pulp Orange 1000ml,1000ml,19,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00024,6/8/2020,6/30/2020,Pulp Orange 2000ml,2000ml,27,50004672,Durgapur ,10014,Taran S,"170,000"
,R00026,6/8/2020,6/30/2020,Pulp Orange 2000ml,2000ml,86,52095731,Goa,10016,Kirti S,"145,000"
,R00029,6/8/2020,6/30/2020,Pulp Orange 250ml,250ml,35,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00034,6/8/2020,6/30/2020,Pulp Orange 250ml,250ml,70,62503841,Durgapur ,10014,Taran S,"170,000"
,R00034,6/8/2020,6/30/2020,Pulp Orange 1000ml,1000ml,96,62503841,Durgapur ,10014,Taran S,"170,000"
,R00035,6/8/2020,6/30/2020,Pulp Orange 250ml,250ml,47,64105993,Gangtok,10015,Rahul S,"235,000"
,R00036,6/8/2020,6/30/2020,Pulp Orange 1000ml,1000ml,59,68204232,Goa,10016,Kirti S,"145,000"
,R00038,6/8/2020,6/30/2020,Pulp Orange 250ml,250ml,57,70003873,Chennai ,10018,Ankit J,"180,000"
,R00039,6/8/2020,6/30/2020,Pulp Orange 500ml,500ml,43,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00039,6/8/2020,6/30/2020,Pulp Orange 2000ml,2000ml,98,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00041,6/8/2020,6/30/2020,Pulp Orange 2000ml,2000ml,53,73401300,Agra,10011,Rakesh S,"170,000"
,R00041,6/8/2020,6/30/2020,Pulp Orange 500ml,500ml,118,73401300,Agra,10011,Rakesh S,"170,000"
,R00043,6/8/2020,6/30/2020,Pulp Orange 1000ml,1000ml,66,75109301,Chandigarh,10013,Ram S,"225,000"
,R00045,6/8/2020,6/30/2020,Pulp Orange 1000ml,1000ml,19,76901001,Gangtok,10015,Rahul S,"235,000"
,R00048,6/8/2020,6/30/2020,Pulp Orange 2000ml,2000ml,103,80002547,Chennai ,10018,Ankit J,"180,000"
,R00050,6/8/2020,6/30/2020,Pulp Orange 2000ml,2000ml,110,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,6/8/2020,6/30/2020,Pulp Orange 2000ml,2000ml,84,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00005,6/9/2020,6/30/2020,Pulp Orange 2000ml,2000ml,11,22187493,Gangtok,10015,Rahul S,"235,000"
,R00009,6/9/2020,6/30/2020,Pulp Orange 500ml,500ml,111,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00009,6/9/2020,6/30/2020,Pulp Orange 500ml,500ml,102,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00010,6/9/2020,6/30/2020,Pulp Orange 250ml,250ml,27,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00013,6/9/2020,6/30/2020,Pulp Orange 500ml,500ml,10,31300589,Chandigarh,10013,Ram S,"225,000"
,R00014,6/9/2020,6/30/2020,Pulp Orange 500ml,500ml,102,36000198,Durgapur ,10014,Taran S,"170,000"
,R00018,6/9/2020,6/30/2020,Pulp Orange 250ml,250ml,32,39058313,Chennai ,10018,Ankit J,"180,000"
,R00020,6/9/2020,6/30/2020,Pulp Orange 250ml,250ml,101,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00022,6/9/2020,6/30/2020,Pulp Orange 2000ml,2000ml,87,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00024,6/9/2020,6/30/2020,Pulp Orange 500ml,500ml,112,50004672,Durgapur ,10014,Taran S,"170,000"
,R00025,6/9/2020,6/30/2020,Pulp Orange 2000ml,2000ml,14,51739701,Gangtok,10015,Rahul S,"235,000"
,R00025,6/9/2020,6/30/2020,Pulp Orange 2000ml,2000ml,72,51739701,Gangtok,10015,Rahul S,"235,000"
,R00030,6/9/2020,6/30/2020,Pulp Orange 250ml,250ml,12,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00031,6/9/2020,6/30/2020,Pulp Orange 250ml,250ml,117,60000111,Agra,10011,Rakesh S,"170,000"
,R00032,6/9/2020,6/30/2020,Pulp Orange 500ml,500ml,85,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00033,6/9/2020,6/30/2020,Pulp Orange 250ml,250ml,78,62047108,Chandigarh,10013,Ram S,"225,000"
,R00034,6/9/2020,6/30/2020,Pulp Orange 250ml,250ml,78,62503841,Durgapur ,10014,Taran S,"170,000"
,R00042,6/9/2020,6/30/2020,Pulp Orange 1000ml,1000ml,54,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00043,6/9/2020,6/30/2020,Pulp Orange 2000ml,2000ml,47,75109301,Chandigarh,10013,Ram S,"225,000"
,R00045,6/9/2020,6/30/2020,Pulp Orange 500ml,500ml,12,76901001,Gangtok,10015,Rahul S,"235,000"
,R00046,6/9/2020,6/30/2020,Pulp Orange 1000ml,1000ml,76,78140921,Goa,10016,Kirti S,"145,000"
,R00046,6/9/2020,6/30/2020,Pulp Orange 2000ml,2000ml,85,78140921,Goa,10016,Kirti S,"145,000"
,R00002,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,22,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00003,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,80,16004529,Chandigarh,10013,Ram S,"225,000"
,R00005,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,48,22187493,Gangtok,10015,Rahul S,"235,000"
,R00007,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,98,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00014,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,69,36000198,Durgapur ,10014,Taran S,"170,000"
,R00014,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,118,36000198,Durgapur ,10014,Taran S,"170,000"
,R00014,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,27,36000198,Durgapur ,10014,Taran S,"170,000"
,R00016,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,10,38041001,Goa,10016,Kirti S,"145,000"
,R00016,6/10/2020,6/30/2020,Pulp Orange 250ml,250ml,19,38041001,Goa,10016,Kirti S,"145,000"
,R00017,6/10/2020,6/30/2020,Pulp Orange 250ml,250ml,27,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00018,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,67,39058313,Chennai ,10018,Ankit J,"180,000"
,R00019,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,10,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00019,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,114,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00022,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,111,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00027,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,57,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00031,6/10/2020,6/30/2020,Pulp Orange 250ml,250ml,120,60000111,Agra,10011,Rakesh S,"170,000"
,R00033,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,101,62047108,Chandigarh,10013,Ram S,"225,000"
,R00033,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,92,62047108,Chandigarh,10013,Ram S,"225,000"
,R00033,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,41,62047108,Chandigarh,10013,Ram S,"225,000"
,R00035,6/10/2020,6/30/2020,Pulp Orange 250ml,250ml,55,64105993,Gangtok,10015,Rahul S,"235,000"
,R00039,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,120,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,6/10/2020,6/30/2020,Pulp Orange 250ml,250ml,52,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00040,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,51,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00041,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,25,73401300,Agra,10011,Rakesh S,"170,000"
,R00041,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,49,73401300,Agra,10011,Rakesh S,"170,000"
,R00044,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,97,75200141,Durgapur ,10014,Taran S,"170,000"
,R00044,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,28,75200141,Durgapur ,10014,Taran S,"170,000"
,R00045,6/10/2020,6/30/2020,Pulp Orange 250ml,250ml,56,76901001,Gangtok,10015,Rahul S,"235,000"
,R00046,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,87,78140921,Goa,10016,Kirti S,"145,000"
,R00047,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,48,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00048,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,117,80002547,Chennai ,10018,Ankit J,"180,000"
,R00049,6/10/2020,6/30/2020,Pulp Orange 500ml,500ml,92,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00049,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,70,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00049,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,34,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00050,6/10/2020,6/30/2020,Pulp Orange 2000ml,2000ml,20,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,115,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00050,6/10/2020,6/30/2020,Pulp Orange 1000ml,1000ml,45,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00002,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,98,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00003,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,29,16004529,Chandigarh,10013,Ram S,"225,000"
,R00003,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,98,16004529,Chandigarh,10013,Ram S,"225,000"
,R00005,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,11,22187493,Gangtok,10015,Rahul S,"235,000"
,R00017,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,17,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00020,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,23,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00021,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,98,40341999,Agra,10011,Rakesh S,"170,000"
,R00021,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,44,40341999,Agra,10011,Rakesh S,"170,000"
,R00023,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,100,42275901,Chandigarh,10013,Ram S,"225,000"
,R00023,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,28,42275901,Chandigarh,10013,Ram S,"225,000"
,R00025,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,66,51739701,Gangtok,10015,Rahul S,"235,000"
,R00025,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,72,51739701,Gangtok,10015,Rahul S,"235,000"
,R00025,6/11/2020,6/30/2020,Pulp Orange 1000ml,1000ml,20,51739701,Gangtok,10015,Rahul S,"235,000"
,R00025,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,101,51739701,Gangtok,10015,Rahul S,"235,000"
,R00027,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,67,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00029,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,88,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00030,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,80,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00030,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,78,57500219,Hyderabad,10020,Abhishek S,"250,000"
,R00031,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,35,60000111,Agra,10011,Rakesh S,"170,000"
,R00035,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,47,64105993,Gangtok,10015,Rahul S,"235,000"
,R00035,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,103,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,43,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00037,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,61,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00038,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,14,70003873,Chennai ,10018,Ankit J,"180,000"
,R00038,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,71,70003873,Chennai ,10018,Ankit J,"180,000"
,R00039,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,114,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00040,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,79,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00042,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,117,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00042,6/11/2020,6/30/2020,Pulp Orange 500ml,500ml,39,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00046,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,32,78140921,Goa,10016,Kirti S,"145,000"
,R00046,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,118,78140921,Goa,10016,Kirti S,"145,000"
,R00047,6/11/2020,6/30/2020,Pulp Orange 250ml,250ml,110,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00050,6/11/2020,6/30/2020,Pulp Orange 2000ml,2000ml,27,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00002,6/12/2020,6/30/2020,Pulp Orange 250ml,250ml,69,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00005,6/12/2020,6/30/2020,Pulp Orange 2000ml,2000ml,46,22187493,Gangtok,10015,Rahul S,"235,000"
,R00007,6/12/2020,6/30/2020,Pulp Orange 250ml,250ml,36,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00009,6/12/2020,6/30/2020,Pulp Orange 2000ml,2000ml,75,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00009,6/12/2020,6/30/2020,Pulp Orange 250ml,250ml,118,24987367,Coimbatore ,10019,Kirti S,"160,000"
,R00016,6/12/2020,6/30/2020,Pulp Orange 250ml,250ml,63,38041001,Goa,10016,Kirti S,"145,000"
,R00018,6/12/2020,6/30/2020,Pulp Orange 1000ml,1000ml,109,39058313,Chennai ,10018,Ankit J,"180,000"
,R00019,6/12/2020,6/30/2020,Pulp Orange 500ml,500ml,117,40002931,Coimbatore ,10019,Kirti S,"160,000"
,R00023,6/12/2020,6/30/2020,Pulp Orange 250ml,250ml,68,42275901,Chandigarh,10013,Ram S,"225,000"
,R00023,6/12/2020,6/30/2020,Pulp Orange 250ml,250ml,40,42275901,Chandigarh,10013,Ram S,"225,000"
,R00036,6/12/2020,6/30/2020,Pulp Orange 250ml,250ml,46,68204232,Goa,10016,Kirti S,"145,000"
,R00045,6/12/2020,6/30/2020,Pulp Orange 500ml,500ml,55,76901001,Gangtok,10015,Rahul S,"235,000"
,R00047,6/12/2020,6/30/2020,Pulp Orange 1000ml,1000ml,10,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00050,6/12/2020,6/30/2020,Pulp Orange 250ml,250ml,67,83401402,Hyderabad,10020,Abhishek S,"250,000"
,R00002,6/13/2020,6/30/2020,Pulp Orange 500ml,500ml,79,14793702,Amritsar,10012,Kalpana K,"200,000"
,R00003,6/13/2020,6/30/2020,Pulp Orange 500ml,500ml,33,16004529,Chandigarh,10013,Ram S,"225,000"
,R00007,6/13/2020,6/30/2020,Pulp Orange 500ml,500ml,18,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00007,6/13/2020,6/30/2020,Pulp Orange 2000ml,2000ml,70,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00014,6/13/2020,6/30/2020,Pulp Orange 2000ml,2000ml,11,36000198,Durgapur ,10014,Taran S,"170,000"
,R00014,6/13/2020,6/30/2020,Pulp Orange 2000ml,2000ml,27,36000198,Durgapur ,10014,Taran S,"170,000"
,R00015,6/13/2020,6/30/2020,Pulp Orange 250ml,250ml,100,36450915,Gangtok,10015,Rahul S,"235,000"
,R00017,6/13/2020,6/30/2020,Pulp Orange 500ml,500ml,110,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00020,6/13/2020,6/30/2020,Pulp Orange 2000ml,2000ml,59,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00021,6/13/2020,6/30/2020,Pulp Orange 1000ml,1000ml,16,40341999,Agra,10011,Rakesh S,"170,000"
,R00024,6/13/2020,6/30/2020,Pulp Orange 1000ml,1000ml,81,50004672,Durgapur ,10014,Taran S,"170,000"
,R00024,6/13/2020,6/30/2020,Pulp Orange 1000ml,1000ml,116,50004672,Durgapur ,10014,Taran S,"170,000"
,R00031,6/13/2020,6/30/2020,Pulp Orange 500ml,500ml,13,60000111,Agra,10011,Rakesh S,"170,000"
,R00034,6/13/2020,6/30/2020,Pulp Orange 2000ml,2000ml,12,62503841,Durgapur ,10014,Taran S,"170,000"
,R00034,6/13/2020,6/30/2020,Pulp Orange 2000ml,2000ml,66,62503841,Durgapur ,10014,Taran S,"170,000"
,R00038,6/13/2020,6/30/2020,Pulp Orange 1000ml,1000ml,77,70003873,Chennai ,10018,Ankit J,"180,000"
,R00040,6/13/2020,6/30/2020,Pulp Orange 2000ml,2000ml,109,71330131,Hyderabad,10020,Abhishek S,"250,000"
,R00045,6/13/2020,6/30/2020,Pulp Orange 1000ml,1000ml,83,76901001,Gangtok,10015,Rahul S,"235,000"
,R00047,6/13/2020,6/30/2020,Pulp Orange 500ml,500ml,39,79300140,Mumbai,10017,Vishwa P,"190,000"
,R00048,6/13/2020,6/30/2020,Pulp Orange 500ml,500ml,102,80002547,Chennai ,10018,Ankit J,"180,000"
,R00049,6/13/2020,6/30/2020,Pulp Orange 500ml,500ml,27,83105839,Coimbatore ,10019,Kirti S,"160,000"
,R00007,6/14/2020,6/30/2020,Pulp Orange 250ml,250ml,117,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00007,6/14/2020,6/30/2020,Pulp Orange 250ml,250ml,75,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00017,6/14/2020,6/30/2020,Pulp Orange 250ml,250ml,49,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00017,6/14/2020,6/30/2020,Pulp Orange 500ml,500ml,19,39010098,Mumbai,10017,Vishwa P,"190,000"
,R00018,6/14/2020,6/30/2020,Pulp Orange 500ml,500ml,104,39058313,Chennai ,10018,Ankit J,"180,000"
,R00021,6/14/2020,6/30/2020,Pulp Orange 1000ml,1000ml,104,40341999,Agra,10011,Rakesh S,"170,000"
,R00022,6/14/2020,6/30/2020,Pulp Orange 1000ml,1000ml,20,41145792,Amritsar,10012,Kalpana K,"200,000"
,R00027,6/14/2020,6/30/2020,Pulp Orange 2000ml,2000ml,92,53046792,Mumbai,10017,Vishwa P,"190,000"
,R00029,6/14/2020,6/30/2020,Pulp Orange 250ml,250ml,16,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00032,6/14/2020,6/30/2020,Pulp Orange 500ml,500ml,81,60593792,Amritsar,10012,Kalpana K,"200,000"
,R00035,6/14/2020,6/30/2020,Pulp Orange 500ml,500ml,54,64105993,Gangtok,10015,Rahul S,"235,000"
,R00037,6/14/2020,6/30/2020,Pulp Orange 2000ml,2000ml,59,68510841,Mumbai,10017,Vishwa P,"190,000"
,R00039,6/14/2020,6/30/2020,Pulp Orange 500ml,500ml,38,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00039,6/14/2020,6/30/2020,Pulp Orange 1000ml,1000ml,109,71321390,Coimbatore ,10019,Kirti S,"160,000"
,R00041,6/14/2020,6/30/2020,Pulp Orange 1000ml,1000ml,95,73401300,Agra,10011,Rakesh S,"170,000"
,R00041,6/14/2020,6/30/2020,Pulp Orange 500ml,500ml,58,73401300,Agra,10011,Rakesh S,"170,000"
,R00041,6/14/2020,6/30/2020,Pulp Orange 1000ml,1000ml,46,73401300,Agra,10011,Rakesh S,"170,000"
,R00041,6/14/2020,6/30/2020,Pulp Orange 2000ml,2000ml,22,73401300,Agra,10011,Rakesh S,"170,000"
,R00042,6/14/2020,6/30/2020,Pulp Orange 1000ml,1000ml,11,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00042,6/14/2020,6/30/2020,Pulp Orange 2000ml,2000ml,28,73710945,Amritsar,10012,Kalpana K,"200,000"
,R00045,6/14/2020,6/30/2020,Pulp Orange 1000ml,1000ml,12,76901001,Gangtok,10015,Rahul S,"235,000"
,R00045,6/14/2020,6/30/2020,Pulp Orange 1000ml,1000ml,79,76901001,Gangtok,10015,Rahul S,"235,000"
,R00046,6/14/2020,6/30/2020,Pulp Orange 250ml,250ml,77,78140921,Goa,10016,Kirti S,"145,000"
,R00048,6/14/2020,6/30/2020,Pulp Orange 250ml,250ml,50,80002547,Chennai ,10018,Ankit J,"180,000"
,R00003,6/15/2020,6/30/2020,Pulp Orange 500ml,500ml,66,16004529,Chandigarh,10013,Ram S,"225,000"
,R00005,6/15/2020,6/30/2020,Pulp Orange 2000ml,2000ml,57,22187493,Gangtok,10015,Rahul S,"235,000"
,R00007,6/15/2020,6/30/2020,Pulp Orange 1000ml,1000ml,104,24394791,Mumbai,10017,Vishwa P,"190,000"
,R00010,6/15/2020,6/30/2020,Pulp Orange 250ml,250ml,70,26309001,Hyderabad,10020,Abhishek S,"250,000"
,R00016,6/15/2020,6/30/2020,Pulp Orange 2000ml,2000ml,17,38041001,Goa,10016,Kirti S,"145,000"
,R00018,6/15/2020,6/30/2020,Pulp Orange 1000ml,1000ml,116,39058313,Chennai ,10018,Ankit J,"180,000"
,R00020,6/15/2020,6/30/2020,Pulp Orange 500ml,500ml,110,40300001,Hyderabad,10020,Abhishek S,"250,000"
,R00023,6/15/2020,6/30/2020,Pulp Orange 1000ml,1000ml,79,42275901,Chandigarh,10013,Ram S,"225,000"
,R00023,6/15/2020,6/30/2020,Pulp Orange 250ml,250ml,35,42275901,Chandigarh,10013,Ram S,"225,000"
,R00029,6/15/2020,6/30/2020,Pulp Orange 250ml,250ml,45,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00029,6/15/2020,6/30/2020,Pulp Orange 500ml,500ml,42,57039712,Coimbatore ,10019,Kirti S,"160,000"
,R00031,6/15/2020,6/30/2020,Pulp Orange 2000ml,2000ml,85,60000111,Agra,10011,Rakesh S,"170,000"
,R00033,6/15/2020,6/30/2020,Pulp Orange 500ml,500ml,75,62047108,Chandigarh,10013,Ram S,"225,000"
,R00034,6/15/2020,6/30/2020,Pulp Orange 2000ml,2000ml,108,62503841,Durgapur ,10014,Taran S,"170,000"
,R00034,6/15/2020,6/30/2020,Pulp Orange 250ml,250ml,41,62503841,Durgapur ,10014,Taran S,"170,000"
